"","occurrenceID","bibliographicCitation","materialSampleID","eventDate","decimalLatitude","decimalLongitude","scientificName","organismQuantity","organismQuantityType","sampleSizeValue","sampleSizeUnit","associatedSequences","basisOfRecord","locationID","recordedBy","country","datasetID","occurrenceStatus","minimumDepthInMeters","maximumDepthInMeters","language","month","year","taxonID","scientificNameID","kingdom","phylum","class","order","family","genus"
"1","24-424029-12S-Acip-23",NA,"424029",2023-09-12,45.15825,-66.2577,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2a_1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"12","24-424011-12S-Acip-23",NA,"424011",2023-09-12,45.13867,-66.2571,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3_1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"13","24-424063-12S-Acip-23",NA,"424063",2023-09-13,45.17877,-66.2931,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_11","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"14","24-424007-12S-Acip-23",NA,"424007",2023-09-12,45.14066,-66.258,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2B_1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"15","24-424010-12S-Acip-23",NA,"424010",2023-09-12,45.13867,-66.2571,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3_1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"16","24-424074-12S-Acip-23",NA,"424074",2023-09-13,45.18582,-66.2564,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_21","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"17","24-424077-12S-Acip-23",NA,"424077",2023-09-13,45.1777,-66.2428,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_23","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"18","24-424069-12S-Acip-23",NA,"424069",2023-09-13,45.18605,-66.2828,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_15","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"19","24-424081-12S-Acip-23",NA,"424081",2023-09-13,45.13867,-66.2576,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample",NA,"Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"20","24-424008-12S-Acip-23",NA,"424008",2023-09-12,45.14066,-66.258,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2B_1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"21","24-424048-12S-Acip-23",NA,"424048",2023-09-13,45.19216,-66.32,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_01","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"22","24-424043-12S-Acip-23",NA,"424043",2023-09-13,45.19023,-66.2634,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_19","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"23","24-424035-12S-Acip-23",NA,"424035",2023-09-12,45.16154,-66.2485,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_27","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"24","24-424044-12S-Acip-23",NA,"424044",2023-09-13,45.19023,-66.2634,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_19","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"25","24-424068-12S-Acip-23",NA,"424068",2023-09-13,45.18605,-66.2828,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_15","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"26","24-424025-12S-Acip-23",NA,"424025",2023-09-12,45.15393,-66.2542,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2a_10","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"27","24-424012-12S-Acip-23",NA,"424012",2023-09-12,45.13867,-66.2571,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3_1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"28","24-424031-12S-Acip-23",NA,"424031",2023-09-12,45.16897,-66.2413,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_25","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"29","24-424047-12S-Acip-23",NA,"424047",2023-09-13,45.19216,-66.32,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_01","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"30","24-424055-12S-Acip-23",NA,"424055",2023-09-13,45.17198,-66.3087,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_07","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"31","24-424034-12S-Acip-23",NA,"424034",2023-09-12,45.16154,-66.2485,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_27","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"32","24-424064-12S-Acip-23",NA,"424064",2023-09-13,45.18607,-66.2961,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_13","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"33","24-424040-12S-Acip-23",NA,"424040",2023-09-12,45.14308,-66.2449,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_31","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"34","24-424032-12S-Acip-23",NA,"424032",2023-09-12,45.16897,-66.2413,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_25","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"35","24-424075-12S-Acip-23",NA,"424075",2023-09-13,45.18582,-66.2564,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_21","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"36","24-424056-12S-Acip-23",NA,"424056",2023-09-13,45.17198,-66.3087,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_07","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"37","24-424070-12S-Acip-23",NA,"424070",2023-09-13,45.19351,-66.2761,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_17","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"38","24-424082-12S-Acip-23",NA,"424082",2023-09-13,45.15342,-66.2546,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample",NA,"Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"39","24-424009-12S-Acip-23",NA,"424009",2023-09-12,45.14066,-66.258,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2B_1","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"40","24-424001-12S-Acip-23",NA,"424001",2023-09-12,45.14348,-66.2628,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2B_2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"41","24-424060-12S-Acip-23",NA,"424060",2023-09-13,45.17326,-66.3005,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_09","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"42","24-424036-12S-Acip-23",NA,"424036",2023-09-12,45.16154,-66.2485,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_27","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"43","24-424083-12S-Acip-23",NA,"424083",2023-09-13,45.15342,-66.2546,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample",NA,"Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"44","24-424015-12S-Acip-23",NA,"424015",2023-09-12,45.14019,-66.255,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3_4","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"45","24-424026-12S-Acip-23",NA,"424026",2023-09-12,45.15393,-66.2542,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_2a_10","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"46","24-424013-12S-Acip-23",NA,"424013",2023-09-12,45.14019,-66.255,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3_4","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"47","24-424061-12S-Acip-23",NA,"424061",2023-09-13,45.17877,-66.2931,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_11","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"48","24-424021-12S-Acip-23",NA,"424021",2023-09-12,45.1456,-66.2421,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3_2","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"49","24-424084-12S-Acip-23",NA,"424084",2023-09-13,45.15477,-66.2347,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample",NA,"Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"50","24-424016-12S-Acip-23",NA,"424016",2023-09-12,45.14198,-66.2505,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Zone_3-3","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"51","24-424065-12S-Acip-23",NA,"424065",2023-09-13,45.18607,-66.2961,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_13","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"52","24-424041-12S-Acip-23",NA,"424041",2023-09-12,45.14308,-66.2449,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_31","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"53","24-424049-12S-Acip-23",NA,"424049",2023-09-13,45.1859,-66.3237,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_03","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
"54","24-424076-12S-Acip-23",NA,"424076",2023-09-13,45.1777,-66.2428,"Acipenser oxyrinchus",0,"DNA sequence reads",NA,NA,"In progress for NCBI","materialSample","Musq_23","Nick Jeffery | Ryan Stanley | Andrew Cooper | Mark Wilcox | Rachel Horwitz","Canada","DFO-MCT-Musq-2024","absent",0.5,0.5,"en",9,2023,151802,"urn:lsid:marinespecies.org:taxname:151802","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser"
